Alloy_ID,Source_Alloy_ID,alloy_formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,temperature,time,specific_mass_change,source
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,20,10.75,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,20,24.06,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,900,20,148.6,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,50,4.13,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,50,23.27,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,50,54.29,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,900,50,222.3,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,100,7.45,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,100,38.28,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,100,107.78,https://doi.org/10.3390/ma11122526
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,900,4,3.7,https://doi.org/10.1016/j.ijrmhm.2022.105812
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,1000,4,9.1,https://doi.org/10.1016/j.ijrmhm.2022.105812
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,900,20,10.3,https://doi.org/10.1016/j.ijrmhm.2022.105812
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,1000,20,26.4,https://doi.org/10.1016/j.ijrmhm.2022.105812
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,900,50,21.9,https://doi.org/10.1016/j.ijrmhm.2022.105812
A126,A126-S01,Al1.5Mo0.5NbTa0.5TiZr,24.58,0,0,9.62,19.06,0,10.74,17.98,0,0,18.02,1000,50,71.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
A127,A127-S01,AlNbTiZr,25,0,0,0,25,0,0,25,0,0,25,600,3,0.2,https://doi.org/10.1016/j.intermet.2018.05.015
A127,A127-S01,AlNbTiZr,25,0,0,0,25,0,0,25,0,0,25,700,3,0.61,https://doi.org/10.1016/j.intermet.2018.05.015
A127,A127-S01,AlNbTiZr,25,0,0,0,25,0,0,25,0,0,25,800,3,1.04,https://doi.org/10.1016/j.intermet.2018.05.015
A127,A127-S01,AlNbTiZr,25,0,0,0,25,0,0,25,0,0,25,900,3,7.02,https://doi.org/10.1016/j.intermet.2018.05.015
A127,A127-S01,AlNbTiZr,25,0,0,0,25,0,0,25,0,0,25,1000,3,13.69,https://doi.org/10.1016/j.intermet.2018.05.015
A128,A128-S01,MoTaTiAl,25,0,0,25,0,0,25,25,0,0,0,1000,4,2.24,https://doi.org/10.1007/s40843-020-1332-2
A129,A129-S01,TaMoCrAl,25,24.8,0,25.3,0,0,24.9,0,0,0,0,1200,20,0.6,https://doi.org/10.1016/j.corsci.2022.110885
A130,A130-S01,WTaAlCr,25,25,0,0,0,0,25,0,0,25,0,1000,4,6.8,https://doi.org/10.1016/j.jallcom.2021.162733
A130,A130-S01,WTaAlCr,25,25,0,0,0,0,25,0,0,25,0,1000,10,17.55,https://doi.org/10.1016/j.jallcom.2021.162733
A131,A131-S01,AlCrMoTa,25,25,0,25,0,0,25,0,0,0,0,1000,10,0.12,https://doi.org/10.1016/j.corsci.2019.108161
A131,A131-S01,AlCrMoTa,25,25,0,25,0,0,25,0,0,0,0,1000,20,0.29,https://doi.org/10.1016/j.corsci.2019.108161
A131,A131-S01,AlCrMoTa,25,25,0,25,0,0,25,0,0,0,0,1000,50,1.4,https://doi.org/10.1016/j.corsci.2019.108161
A132,A132-S01,AlCrTiMo,25,25,0,25,0,0,0,25,0,0,0,1000,4,8,https://doi.org/10.1007/s10853-020-05480-y
A133,A133-S01,AlCrMoNb,25,25,0,25,25,0,0,0,0,0,0,1000,3,0.5,https://doi.org/10.1016/j.corsci.2019.108161
A133,A133-S01,AlCrMoNb,25,25,0,25,25,0,0,0,0,0,0,1000,4,0.56,https://doi.org/10.1016/j.corsci.2019.108161
A133,A133-S01,AlCrMoNb,25,25,0,25,25,0,0,0,0,0,0,1000,10,2.64,https://doi.org/10.1016/j.corsci.2019.108161
A133,A133-S01,AlCrMoNb,25,25,0,25,25,0,0,0,0,0,0,1000,20,13.9,https://doi.org/10.1016/j.corsci.2019.108161
A134,A134-S01,Al28Cr20Nb15Ti27Zr10,28,20,0,0,15,0,0,27,0,0,10,800,20,1.2,https://doi.org/10.1016/j.corsci.2022.110464
A135,A135-S01,Al33Cr20Nb15Ti22Zr10,33,20,0,0,15,0,0,22,0,0,10,800,20,0.6,https://doi.org/10.1016/j.corsci.2022.110464
A136,A136-S01,Al30Cr10-NTZ,34.6,3,0,0,26.9,0,0,21.7,0,0,13.8,1000,20,20,https://doi.org/10.1557/jmr.2018.241
A137,A137-S01,AlTiCrMoNb-1,35.6,4,0,2.4,1,0,0,57,0,0,0,900,3,2.14,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A137,A137-S01,AlTiCrMoNb-1,35.6,4,0,2.4,1,0,0,57,0,0,0,900,4,2.47,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A137,A137-S01,AlTiCrMoNb-1,35.6,4,0,2.4,1,0,0,57,0,0,0,900,10,4.36,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A137,A137-S01,AlTiCrMoNb-1,35.6,4,0,2.4,1,0,0,57,0,0,0,900,20,7.08,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A137,A137-S01,AlTiCrMoNb-1,35.6,4,0,2.4,1,0,0,57,0,0,0,900,50,12.18,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A138,A138-S01,AlTiCrMoNb-2,37.7,3.5,0,1.5,0.5,0,0,56.8,0,0,0,900,3,2.91,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A138,A138-S01,AlTiCrMoNb-2,37.7,3.5,0,1.5,0.5,0,0,56.8,0,0,0,900,4,3.45,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A138,A138-S01,AlTiCrMoNb-2,37.7,3.5,0,1.5,0.5,0,0,56.8,0,0,0,900,10,6,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A138,A138-S01,AlTiCrMoNb-2,37.7,3.5,0,1.5,0.5,0,0,56.8,0,0,0,900,20,8.29,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A138,A138-S01,AlTiCrMoNb-2,37.7,3.5,0,1.5,0.5,0,0,56.8,0,0,0,900,50,12.22,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A139,A139-S01,Ti-39.4Al-10V,39.4,0,0,0,0,0,0,50.6,10,0,0,1000,3,6.34,https://doi.org/10.1007/BF03027458
A139,A139-S01,Ti-39.4Al-10V,39.4,0,0,0,0,0,0,50.6,10,0,0,1000,4,7.92,https://doi.org/10.1007/BF03027458
A139,A139-S01,Ti-39.4Al-10V,39.4,0,0,0,0,0,0,50.6,10,0,0,1000,10,15.06,https://doi.org/10.1007/BF03027458
A139,A139-S01,Ti-39.4Al-10V,39.4,0,0,0,0,0,0,50.6,10,0,0,1000,20,23.42,https://doi.org/10.1007/BF03027458
A139,A139-S01,Ti-39.4Al-10V,39.4,0,0,0,0,0,0,50.6,10,0,0,1000,50,43.81,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,800,3,0.05,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,900,3,0.13,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,1000,3,0.58,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,800,4,0.05,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,900,4,0.15,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,1000,4,0.64,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,800,10,0.12,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,900,10,0.28,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,1000,10,0.99,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,800,20,0.14,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,900,20,0.45,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,1000,20,1.46,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,900,50,0.7,https://doi.org/10.1007/BF03027458
A140,A140-S01,Ti-43Al2W0.1Si,43,0,0,0,0,0.1,0,54.9,0,2,0,1000,50,2.42,https://doi.org/10.1007/BF03027458
A141,A141-S01,Ti45Al8Nb,45,0,0,0,8,0,0,47,0,0,0,900,10,0.35,https://doi.org/10.1016/j.intermet.2010.04.012
A141,A141-S01,Ti45Al8Nb,45,0,0,0,8,0,0,47,0,0,0,900,20,0.42,https://doi.org/10.1016/j.intermet.2010.04.012
A141,A141-S01,Ti45Al8Nb,45,0,0,0,8,0,0,47,0,0,0,900,50,0.76,https://doi.org/10.1016/j.intermet.2010.04.012
A141,A141-S01,Ti45Al8Nb,45,0,0,0,8,0,0,47,0,0,0,900,100,1.18,https://doi.org/10.1016/j.intermet.2010.04.012
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,700,3,0.02,https://doi.org/10.1023/A:1004534830767
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,800,3,0.54,https://doi.org/10.1023/A:1004534830767
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,900,3,3.13,https://doi.org/10.1023/A:1004534830767
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,800,10,1.86,https://doi.org/10.1023/A:1004534830767
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,600,100,0.02,https://doi.org/10.1023/A:1004534830767
A142,A142-S01,Ti-46Al-1Cr-0.2Si,46,1,0,0,0,0.2,0,52.8,0,0,0,800,100,12.86,https://doi.org/10.1023/A:1004534830767
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,900,3,1.19,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,1000,3,1.48,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,900,4,1.2,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,1000,4,1.52,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,900,10,1.23,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,1000,10,1.56,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,900,20,1.29,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,1000,20,1.57,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,900,50,1.23,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A143,A143-S01,AlTiCrMoNb-3,46,3,0,2,0.5,0,0,48.5,0,0,0,1000,50,1.56,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,900,3,0.9,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,1000,3,2.54,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,900,4,0.89,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,1000,4,2.59,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,900,10,0.86,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,1000,10,2.72,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,900,20,0.88,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,1000,20,2.8,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,900,50,0.87,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A144,A144-S01,AlTiCrMoNb-4,46.3,5.1,0,5.5,3.1,0,0,40.1,0,0,0,1000,50,2.91,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,800,3,0.13,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,900,3,0.42,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,1000,3,2.22,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,800,4,0.15,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,900,4,0.46,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,1000,4,2.68,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,800,10,0.28,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,900,10,0.61,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,1000,10,5.28,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,800,20,0.45,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,900,20,0.9,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,1000,20,9.37,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,800,50,0.82,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,900,50,1.64,https://doi.org/10.1007/BF03027458
A145,A145-S01,Ti-47Al,47.12,0,0,0,0,0,0,52.88,0,0,0,1000,50,19.58,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,900,3,1.54,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,1000,3,5.41,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,900,4,1.98,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,1000,4,6.19,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,800,10,0.05,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,1000,10,10.37,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,800,20,0.08,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,1000,20,15.48,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,800,50,0.73,https://doi.org/10.1007/BF03027458
A146,A146-S01,Ti-47Al-4Cr,47.32,3.57,0,0,0,0,0,49.11,0,0,0,1000,50,26.51,https://doi.org/10.1007/BF03027458
A147,A147-S01,AlTi-10wtCr,47.78,7.17,0,0,0,0,0,45.05,0,0,0,900,10,2.8,https://doi.org/10.1016/0956-716X(95)00327-R
A147,A147-S01,AlTi-10wtCr,47.78,7.17,0,0,0,0,0,45.05,0,0,0,900,20,3.95,https://doi.org/10.1016/0956-716X(95)00327-R
A147,A147-S01,AlTi-10wtCr,47.78,7.17,0,0,0,0,0,45.05,0,0,0,900,50,6.67,https://doi.org/10.1016/0956-716X(95)00327-R
A147,A147-S01,AlTi-10wtCr,47.78,7.17,0,0,0,0,0,45.05,0,0,0,900,100,10.19,https://doi.org/10.1016/0956-716X(95)00327-R
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,800,3,0.04,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,900,3,0.33,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,1000,3,1.16,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,800,4,0.04,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,900,4,0.35,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,1000,4,1.25,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,800,10,0.1,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,900,10,0.4,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,1000,10,1.68,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,800,20,0.29,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,900,20,0.56,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,1000,20,2.24,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,800,50,0.64,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,900,50,0.98,https://doi.org/10.1007/BF03027458
A148,A148-S01,Ti-48Al-2Cr2Nb,48.11,2.02,0,0,2,0,0,47.87,0,0,0,1000,50,3.07,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,800,3,0.14,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,900,3,0.2,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,1000,3,0.44,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,800,4,0.14,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,900,4,0.23,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,1000,4,0.5,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,800,10,0.17,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,900,10,0.39,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,1000,10,0.73,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,800,20,0.18,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,900,20,0.54,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,1000,20,0.94,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,800,50,0.24,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,900,50,0.82,https://doi.org/10.1007/BF03027458
A149,A149-S01,Ti-48.4Al-1.9W,48.4,0,0,0,0,0,0,49.7,0,1.9,0,1000,50,1.77,https://doi.org/10.1007/BF03027458
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,900,10,0.52,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1000,10,3.13,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1100,10,6.68,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,900,20,0.75,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1000,20,5.59,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1100,20,14.81,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,900,50,1.19,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1000,50,7.75,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1100,50,48.8,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,900,100,2.56,https://doi.org/10.1016/0956-716X(95)00327-R
A150,A150-S01,AlTi-5wtSi,48.49,0,0,0,0,5.62,0,45.89,0,0,0,1000,100,8.5,https://doi.org/10.1016/0956-716X(95)00327-R
A151,A151-S01,AlTiCrMoNb-5,48.6,7.2,0,7.2,4.8,0,0,32.2,0,0,0,900,3,1.13,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A151,A151-S01,AlTiCrMoNb-5,48.6,7.2,0,7.2,4.8,0,0,32.2,0,0,0,900,4,1.12,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A151,A151-S01,AlTiCrMoNb-5,48.6,7.2,0,7.2,4.8,0,0,32.2,0,0,0,900,10,1.14,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A151,A151-S01,AlTiCrMoNb-5,48.6,7.2,0,7.2,4.8,0,0,32.2,0,0,0,900,20,1.13,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A151,A151-S01,AlTiCrMoNb-5,48.6,7.2,0,7.2,4.8,0,0,32.2,0,0,0,900,50,1.14,http://dx.doi.org/10.1016/j.intermet.2013.07.023
A152,A152-S01,AlTi-5wtV,49.6,0,0,0,0,0,0,46.94,3.46,0,0,900,10,3.79,https://doi.org/10.1016/0956-716X(95)00327-R
A152,A152-S01,AlTi-5wtV,49.6,0,0,0,0,0,0,46.94,3.46,0,0,900,20,5.43,https://doi.org/10.1016/0956-716X(95)00327-R
A152,A152-S01,AlTi-5wtV,49.6,0,0,0,0,0,0,46.94,3.46,0,0,900,50,8.96,https://doi.org/10.1016/0956-716X(95)00327-R
