Alloy_ID,Source_Alloy_ID,alloy_formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,temperature,time,specific_mass_change,source
A101,A101-S01,Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0,20.3,15.2,2.9,13.4,5.4,0,0,0,1100,20,1.13,https://doi.org/10.1038/s41598-019-43819-x
A101,A101-S01,Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0,20.3,15.2,2.9,13.4,5.4,0,0,0,1000,50,1.2,https://doi.org/10.1038/s41598-019-43819-x
A101,A101-S01,Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0,20.3,15.2,2.9,13.4,5.4,0,0,0,1100,50,2.71,https://doi.org/10.1038/s41598-019-43819-x
A101,A101-S01,Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0,20.3,15.2,2.9,13.4,5.4,0,0,0,1000,100,2.48,https://doi.org/10.1038/s41598-019-43819-x
A101,A101-S01,Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0,20.3,15.2,2.9,13.4,5.4,0,0,0,1100,100,3.54,https://doi.org/10.1038/s41598-019-43819-x
A102,A102-S01,Cr-12Nb-18Al,18,70,0,0,12,0,0,0,0,0,0,950,10,0.99,https://doi.org/10.1016/0921-5093(96)10197-0
A102,A102-S01,Cr-12Nb-18Al,18,70,0,0,12,0,0,0,0,0,0,950,20,1.57,https://doi.org/10.1016/0921-5093(96)10197-0
A102,A102-S01,Cr-12Nb-18Al,18,70,0,0,12,0,0,0,0,0,0,950,50,3.06,https://doi.org/10.1016/0921-5093(96)10197-0
A102,A102-S01,Cr-12Nb-18Al,18,70,0,0,12,0,0,0,0,0,0,950,100,5.63,https://doi.org/10.1016/0921-5093(96)10197-0
A103,A103-S01,AlMo0.5NbTa0.5TiZr,18.82,0,0,8.67,21.55,0,10.2,21.87,0,0,18.89,1000,10,31.54,https://doi.org/10.1016/S1003-6326(19)65054-5
A103,A103-S01,AlMo0.5NbTa0.5TiZr,18.82,0,0,8.67,21.55,0,10.2,21.87,0,0,18.89,1000,20,77.17,https://doi.org/10.1016/S1003-6326(19)65054-5
A103,A103-S01,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,900,4,5.1,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S02,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,1000,4,10.8,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S02,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,900,20,11.6,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S02,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,1000,20,32.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S02,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,900,50,29.1,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S02,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,1000,50,102.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
A103,A103-S03,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,800,3,1.26,https://doi.org/10.1016/j.vacuum.2022.111069
A103,A103-S03,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,800,4,1.51,https://doi.org/10.1016/j.vacuum.2022.111069
A103,A103-S03,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,800,10,2.42,https://doi.org/10.1016/j.vacuum.2022.111069
A103,A103-S03,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,800,20,3.44,https://doi.org/10.1016/j.vacuum.2022.111069
A103,A103-S03,AlMo0.5NbTa0.5TiZr,18.92,0,0,10.29,20.16,0,11.32,19.33,0,0,19.98,800,50,6.46,https://doi.org/10.1016/j.vacuum.2022.111069
A104,A104-S01,Mo0.5NbHf0.25CrZr0.5TiAl,19.05,19.05,4.76,9.52,19.05,0,0,19.05,0,0,9.52,1200,4,35,https://doi.org/10.1088/2053-1591/ac8e50
A104,A104-S01,Mo0.5NbHf0.25CrZr0.5TiAl,19.05,19.05,4.76,9.52,19.05,0,0,19.05,0,0,9.52,1200,50,191.6,https://doi.org/10.1088/2053-1591/ac8e50
A105,A105-S01,AlNbTa0.5TiZr,19.35,0,0,0,22.48,0,12.59,23.5,0,0,22.08,1000,10,31.19,https://doi.org/10.1016/S1003-6326(19)65054-5
A105,A105-S01,AlNbTa0.5TiZr,19.35,0,0,0,22.48,0,12.59,23.5,0,0,22.08,1000,20,35.02,https://doi.org/10.1016/S1003-6326(19)65054-5
A106,A106-S01,Al20Cr10Mo10-NTZ,19.4,6,0,7.8,29,0,0,30,0,0,7.8,1000,20,21,https://doi.org/10.1557/jmr.2018.241
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,900,3,0.16,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1000,3,0.37,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1100,3,1.5,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,900,4,0.18,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1000,4,0.43,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1100,4,1.61,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,900,10,0.36,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1000,10,0.64,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1100,10,2.09,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,900,20,0.45,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1000,20,0.841,http://dx.doi.org/10.1080/09603409.2017.1389115
A107,A107-S01,AlCrMoTaTi-1Si,19.8,19.8,0,19.8,0,1,19.8,19.8,0,0,0,1100,20,2.63,http://dx.doi.org/10.1080/09603409.2017.1389115
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,900,3,0.28,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1000,3,0.87,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1100,3,1.19,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,900,4,0.3,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1000,4,1,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1100,4,1.44,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,900,10,0.42,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1000,10,1.68,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1100,10,2.26,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,900,20,0.67,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1000,20,2.23,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A108,A108-S01,AlCrMoNbTi-1Si,19.8,19.8,0,19.8,19.8,1,0,19.8,0,0,0,1100,20,2.8,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A109,A109-S01,WTaNbTiAl,20,0,0,0,20,0,20,20,0,20,0,1000,3,3.09,https://doi.org/10.1016/j.corsci.2022.110377
A109,A109-S01,WTaNbTiAl,20,0,0,0,20,0,20,20,0,20,0,1000,4,3.73,https://doi.org/10.1016/j.corsci.2022.110377
A109,A109-S01,WTaNbTiAl,20,0,0,0,20,0,20,20,0,20,0,1000,10,7.21,https://doi.org/10.1016/j.corsci.2022.110377
A109,A109-S01,WTaNbTiAl,20,0,0,0,20,0,20,20,0,20,0,1000,20,13.7,https://doi.org/10.1016/j.corsci.2022.110377
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,3,8.44,https://doi.org/10.1016/j.jallcom.2019.02.128
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,4,10.14,https://doi.org/10.1016/j.jallcom.2019.02.128
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,10,16.71,https://doi.org/10.1016/j.jallcom.2019.02.128
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,20,24.57,https://doi.org/10.1016/j.jallcom.2019.02.128
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,50,37.93,https://doi.org/10.1016/j.jallcom.2019.02.128
A110,A110-S01,AlNb1.5Ta0.5Ti1.5Zr0.5,20,0,0,0,30,0,10,30,0,0,10,1000,100,49.1,https://doi.org/10.1016/j.jallcom.2019.02.128
A111,A111-S01,AlHfMoNbTi,20,0,20,20,20,0,0,20,0,0,0,1000,10,75.12,https://doi.org/10.1016/j.corsci.2021.109711
A111,A111-S01,AlHfMoNbTi,20,0,20,20,20,0,0,20,0,0,0,1000,20,33.47,https://doi.org/10.1016/j.corsci.2021.109711
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,800,10,9.97,https://doi.org/10.1016/j.vacuum.2019.01.026
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,1000,10,18.73,https://doi.org/10.1016/j.vacuum.2019.01.026
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,1200,10,60.19,https://doi.org/10.1016/j.vacuum.2019.01.026
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,800,50,17.52,https://doi.org/10.1016/j.vacuum.2019.01.026
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,1000,50,66.18,https://doi.org/10.1016/j.vacuum.2019.01.026
A112,A112-S01,AlCrNbTiZr,20,20,0,0,20,0,0,20,0,0,20,1200,50,186.28,https://doi.org/10.1016/j.vacuum.2019.01.026
A113,A113-S01,WMoTaAlCr,20,20,0,20,0,0,20,0,0,20,0,1000,4,2.7,https://doi.org/10.1016/j.jallcom.2021.162733
A113,A113-S01,WMoTaAlCr,20,20,0,20,0,0,20,0,0,20,0,1000,10,7.2,https://doi.org/10.1016/j.jallcom.2021.162733
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,900,3,0.13,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,3,0.29,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,3,0.98,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,900,4,0.15,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,4,0.35,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,4,1.11,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,900,10,0.21,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,10,0.47,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,10,1.49,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,900,20,0.24,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,20,0.51,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S01,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,20,1.99,http://dx.doi.org/10.1080/09603409.2017.1389115
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,3,0.29,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,3,1.02,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,4,0.35,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,4,1.4,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,10,0.46,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,10,1.52,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,20,0.55,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S02,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1100,20,1.99,https://doi.org/10.1007/s11085-016-9696-y
A114,A114-S03,Al20CrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1200,3,2,https://doi.org/10.1007/s11085-021-10046-7
A114,A114-S03,Al20CrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1200,4,2.31,https://doi.org/10.1007/s11085-021-10046-7
A114,A114-S03,Al20CrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1200,10,3.54,https://doi.org/10.1007/s11085-021-10046-7
A114,A114-S03,Al20CrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1200,20,4.87,https://doi.org/10.1007/s11085-021-10046-7
A114,A114-S04,MoTaTiCrAl,20,20,0,20,0,0,20,20,0,0,0,1000,4,1.53,https://doi.org/10.1007/s40843-020-1332-2
A114,A114-S05,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,3,1.08,https://doi.org/10.1016/j.corsci.2019.108161
A114,A114-S05,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,4,1.22,https://doi.org/10.1016/j.corsci.2019.108161
A114,A114-S05,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,10,1.52,https://doi.org/10.1016/j.corsci.2019.108161
A114,A114-S05,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,20,1.67,https://doi.org/10.1016/j.corsci.2019.108161
A114,A114-S05,AlCrMoTaTi,20,20,0,20,0,0,20,20,0,0,0,1000,50,1.89,https://doi.org/10.1016/j.corsci.2019.108161
A114,A114-S06,TaMoCrTiAl,20,20,0,20,0,0,20,20,0,0,0,900,20,0.28,https://doi.org/10.1080/09603409.2017.1389115
A114,A114-S06,TaMoCrTiAl,20,20,0,20,0,0,20,20,0,0,0,1000,20,0.56,https://doi.org/10.1080/09603409.2017.1389115
A114,A114-S06,TaMoCrTiAl,20,20,0,20,0,0,20,20,0,0,0,1100,20,1.98,https://doi.org/10.1080/09603409.2017.1389115
A115,A115-S01,AlCrMoWTi,20,20,0,20,0,0,0,20,0,20,0,1000,3,3.49,https://doi.org/10.1007/s11085-016-9696-y
A115,A115-S01,AlCrMoWTi,20,20,0,20,0,0,0,20,0,20,0,1000,4,3.9,https://doi.org/10.1007/s11085-016-9696-y
A115,A115-S01,AlCrMoWTi,20,20,0,20,0,0,0,20,0,20,0,1000,10,5.29,https://doi.org/10.1007/s11085-016-9696-y
A115,A115-S01,AlCrMoWTi,20,20,0,20,0,0,0,20,0,20,0,1000,20,6.42,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,900,3,0.15,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,3,0.58,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,3,1.38,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,900,4,0.19,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,4,0.78,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,4,1.63,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,900,10,0.32,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,10,1.75,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,10,3.33,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,900,20,0.44,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,20,3.28,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S01,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,20,5.49,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,3,0.38,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,3,1.11,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,4,0.53,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,4,1.62,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,10,1.23,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,10,3.36,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,20,2.75,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S02,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1100,20,5.45,https://doi.org/10.1007/s11085-016-9696-y
A116,A116-S03,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,3,0.56,https://doi.org/10.1016/j.corsci.2019.108161
A116,A116-S03,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,4,0.75,https://doi.org/10.1016/j.corsci.2019.108161
A116,A116-S03,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,10,1.74,https://doi.org/10.1016/j.corsci.2019.108161
A116,A116-S03,AlCrMoNbTi,20,20,0,20,20,0,0,20,0,0,0,1000,20,3.22,https://doi.org/10.1016/j.corsci.2019.108161
A117,A117-S01,Al20Cr25Nb20Ti20Zr15,20,25,0,0,20,0,0,20,0,0,15,800,3,6.18,https://doi.org/10.1007/s11665-019-04177-x
A117,A117-S01,Al20Cr25Nb20Ti20Zr15,20,25,0,0,20,0,0,20,0,0,15,800,4,7.06,https://doi.org/10.1007/s11665-019-04177-x
A117,A117-S01,Al20Cr25Nb20Ti20Zr15,20,25,0,0,20,0,0,20,0,0,15,800,10,11.62,https://doi.org/10.1007/s11665-019-04177-x
A117,A117-S01,Al20Cr25Nb20Ti20Zr15,20,25,0,0,20,0,0,20,0,0,15,800,20,18.22,https://doi.org/10.1007/s11665-019-04177-x
A118,A118-S01,Al0.75CrTiMo,20,26.66,0,26.66,0,0,0,26.66,0,0,0,1000,4,6.5,https://doi.org/10.1007/s10853-020-05480-y
A119,A119-S01,TaMoCrTiAl,20.2,19.8,0,19.5,0,0,20.1,20.4,0,0,0,1200,20,4.9,https://doi.org/10.1016/j.corsci.2022.110885
A120,A120-S01,Mo0.5NbHf0.25CrTiAl,21.05,21.05,5.26,10.53,21.05,0,0,21.05,0,0,0,1200,4,7.5,https://doi.org/10.1088/2053-1591/ac8e50
A120,A120-S01,Mo0.5NbHf0.25CrTiAl,21.05,21.05,5.26,10.53,21.05,0,0,21.05,0,0,0,1200,50,77.5,https://doi.org/10.1088/2053-1591/ac8e50
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,900,4,4.4,https://doi.org/10.1016/j.ijrmhm.2022.105812
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,1000,4,9.9,https://doi.org/10.1016/j.ijrmhm.2022.105812
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,900,20,10.8,https://doi.org/10.1016/j.ijrmhm.2022.105812
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,1000,20,28.3,https://doi.org/10.1016/j.ijrmhm.2022.105812
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,900,50,25,https://doi.org/10.1016/j.ijrmhm.2022.105812
A121,A121-S01,Al1.25Mo0.5NbTa0.5TiZr,21.95,0,0,9.92,19.75,0,11.02,18.78,0,0,18.58,1000,50,82.6,https://doi.org/10.1016/j.ijrmhm.2022.105812
A122,A122-S01,TaMoCrTi10Al,22.3,22.6,0,22.4,0,0,22.6,10.1,0,0,0,1200,20,5.8,https://doi.org/10.1016/j.corsci.2022.110885
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,3,8.13,https://doi.org/10.1023/A:1018839511102
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,4,9.58,https://doi.org/10.1023/A:1018839511102
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,10,14.8,https://doi.org/10.1023/A:1018839511102
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,20,16.47,https://doi.org/10.1023/A:1018839511102
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,50,22.51,https://doi.org/10.1023/A:1018839511102
A123,A123-S01,Ti23Al,23,0,0,0,0,0,0,77,0,0,0,900,100,26.33,https://doi.org/10.1023/A:1018839511102
A124,A124-S01,Al23Cr20Nb15Ti32Zr10,23,20,0,0,15,0,0,32,0,0,10,800,20,2,https://doi.org/10.1016/j.corsci.2022.110464
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,3,1.21,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,3,3.43,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,3,5.45,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,900,3,45.33,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,4,1.42,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,4,3.84,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,4,7.06,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,900,4,54.8,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,10,1.83,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,700,10,7.27,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,800,10,14.73,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,900,10,98.33,https://doi.org/10.3390/ma11122526
A125,A125-S01,AlNbTiVZr0.25,23.53,0,0,0,23.53,0,0,23.53,23.53,0,5.88,600,20,2.39,https://doi.org/10.3390/ma11122526
